iter	Logloss
0	0.2785982053
1	0.1997009074
2	0.1625011849
3	0.1449022298
4	0.1272286502
5	0.1210572205
6	0.1034648479
7	0.09843527112
8	0.09468945958
9	0.08919935175
10	0.08385877274
11	0.08088302132
12	0.0788563947
13	0.07744775036
14	0.07697783968
15	0.07419166449
16	0.07343441057
17	0.07273047856
18	0.07089186902
19	0.07010054029
20	0.06967423299
21	0.06911080474
22	0.06855325775
23	0.06826469099
24	0.0678726703
25	0.06764468634
26	0.06749578705
27	0.06730017823
28	0.06707287127
29	0.06677614971
30	0.06647018962
31	0.06631523075
32	0.06611480533
33	0.06590281858
34	0.06563492922
35	0.06546536818
36	0.06528463821
37	0.06510815367
38	0.06469866575
39	0.06443368724
40	0.06419011613
41	0.06394750231
42	0.06384680975
43	0.0636802591
44	0.06351689561
45	0.06328996513
46	0.06299184593
47	0.06281220565
48	0.06268182273
49	0.0623967487
50	0.06224040529
51	0.06206944328
52	0.06179767364
53	0.06164601599
54	0.06150482123
55	0.06134618993
56	0.06121898167
57	0.06105295111
58	0.06083241539
59	0.06066276812
60	0.06036631553
61	0.06015671618
62	0.06007367376
63	0.05987574974
64	0.05973257998
65	0.05958980132
66	0.05941168098
67	0.05930501135
68	0.05919669849
69	0.05904420983
70	0.05890756923
71	0.05877180844
72	0.05876508713
73	0.05858600941
74	0.05847947654
75	0.05828267197
76	0.05819884757
77	0.05807115415
78	0.05787794943
79	0.05776514907
80	0.05765280053
81	0.05760375823
82	0.05750002273
83	0.05740172311
84	0.05724016583
85	0.0570479261
86	0.05688553499
87	0.05688232416
88	0.05681067228
89	0.05665892311
90	0.05656224588
91	0.05645470119
92	0.05635327948
93	0.05627648335
94	0.05617323232
95	0.05601864715
96	0.05589685531
97	0.05589289649
98	0.0558681404
99	0.05578899385
100	0.05558076766
101	0.05546616049
102	0.05533462909
103	0.05518644922
104	0.05507192206
105	0.05497947361
106	0.05484551143
107	0.05474903126
108	0.05474888805
109	0.05474884358
110	0.05474878816
111	0.05474865007
112	0.054748453
113	0.05458619527
114	0.0545861867
115	0.05458611301
116	0.05458609653
117	0.05458596013
118	0.05450380063
119	0.05438272581
120	0.05433541683
121	0.0542223968
122	0.05411722689
123	0.05395286785
124	0.05382805481
125	0.05372178446
126	0.05365193767
127	0.05357235218
128	0.05349750479
129	0.05342680494
130	0.05329373337
131	0.05321412308
132	0.05312742031
133	0.05302390997
134	0.05295785953
135	0.05292373572
136	0.05292044637
137	0.05282913051
138	0.05273620719
139	0.05258834626
140	0.05244594432
141	0.05239380434
142	0.05230619062
143	0.0522602308
144	0.05212991345
145	0.05207210731
146	0.0519668794
147	0.05188911885
148	0.0517775458
149	0.05177496603
150	0.05168670295
151	0.05161364249
152	0.05149940666
153	0.05144504656
154	0.05132436842
155	0.05122160856
156	0.05117546223
157	0.05112156568
158	0.05107326969
159	0.05100776211
160	0.05094646615
161	0.05088099195
162	0.05078896166
163	0.05069197383
164	0.05062372327
165	0.05050898557
166	0.05050896903
167	0.05037107573
168	0.05031398557
169	0.05031368683
170	0.05026523815
171	0.05018752759
172	0.05018744449
173	0.05018732511
174	0.05010229053
175	0.04998300578
176	0.04998294435
177	0.04998243068
178	0.04990526239
179	0.04979339179
180	0.04970303723
181	0.0495653601
182	0.04946650076
183	0.0494664832
184	0.04946638617
185	0.04946636656
186	0.04946629449
187	0.04934266154
188	0.04929309983
189	0.04929229316
190	0.04921200932
191	0.04914453747
192	0.0491057214
193	0.04901973159
194	0.04901969271
195	0.04901962453
196	0.04901961319
197	0.04901951503
198	0.04901946777
199	0.04889535113
200	0.04889376934
201	0.04882530186
202	0.04876806055
203	0.04864279146
204	0.04856099151
205	0.04848289123
206	0.04842890971
207	0.04838467386
208	0.04832742845
209	0.04825386701
210	0.04820222241
211	0.04808476532
212	0.04799197674
213	0.04799136467
214	0.04794561015
215	0.04781744172
216	0.0477762614
217	0.04768407504
218	0.04759891851
219	0.0475103066
220	0.04734828848
221	0.04727285573
222	0.04721805596
223	0.04711761992
224	0.04706498075
225	0.0470022586
226	0.04693388218
227	0.0468760214
228	0.04685851088
229	0.04681494141
230	0.04675231354
