iter	Logloss
231	0.04669320386
232	0.04669318672
233	0.04669316745
234	0.04669311538
235	0.04669252686
236	0.04660997425
237	0.0465488402
238	0.04650799473
239	0.04645405901
240	0.04639982056
241	0.04639978204
242	0.04639970424
243	0.04632593211
244	0.04628611155
245	0.04628597831
246	0.04617084207
247	0.04610589447
248	0.04610588002
249	0.0461057853
250	0.04610569052
251	0.04610561584
252	0.04606854859
253	0.04606851348
254	0.04606825265
255	0.04602187599
256	0.04599521119
257	0.04587529485
258	0.04576735706
259	0.04576726788
260	0.04576716563
261	0.04572874589
262	0.0456117443
263	0.04554326851
264	0.04554317582
265	0.04554258418
266	0.04548789664
267	0.0454214652
268	0.04537417993
269	0.04532260934
270	0.04522426984
271	0.04517143732
272	0.04514743635
273	0.04511028401
274	0.04503022241
275	0.04499364377
276	0.04495573689
277	0.04491366824
278	0.04491361663
279	0.044837019
280	0.04479177434
281	0.04473765212
282	0.04469302897
283	0.04469298643
284	0.0446929204
285	0.04469285841
286	0.04463206143
287	0.04454088542
288	0.04454074915
289	0.04449161041
290	0.04444808422
291	0.04437023224
292	0.04431839144
293	0.04425747603
294	0.04416060808
295	0.04403884401
296	0.04397891021
297	0.04390414173
298	0.04382101305
299	0.04378043105
300	0.04371995427
301	0.04368810675
302	0.04365963884
303	0.0436222627
304	0.04359603933
305	0.04357304917
306	0.04351316578
307	0.04345395335
308	0.04339790169
309	0.04336373117
310	0.04326914422
311	0.0432126012
312	0.04317719108
313	0.04313139895
314	0.04311051961
315	0.04306927208
316	0.04302718352
317	0.04297532754
318	0.0429185945
319	0.04284199704
320	0.04279683816
321	0.04274697763
322	0.04271075488
323	0.0426730496
324	0.04259411694
325	0.04256262563
326	0.04252378371
327	0.0424174473
328	0.04232251254
329	0.04228153686
330	0.04223384687
331	0.04217046857
332	0.04212641764
333	0.04208156839
334	0.04201716059
335	0.04197276298
336	0.04192918009
337	0.04189786203
338	0.04185419138
339	0.04174890024
340	0.04170857835
341	0.04164894707
342	0.0416071843
343	0.04155623018
344	0.04151873547
345	0.04146346618
346	0.04144290755
347	0.04140083804
348	0.04136090876
349	0.04132770322
350	0.04124707204
351	0.04119833155
352	0.04114293588
353	0.04107215488
354	0.04098470098
355	0.04093101642
356	0.04089936268
357	0.04084319485
358	0.04078095417
359	0.040726658
360	0.04069105683
361	0.04061641674
362	0.04056995016
363	0.04056994368
364	0.04052095514
365	0.04052095244
366	0.04052095273
367	0.04052090916
368	0.04042008868
369	0.04037684871
370	0.04032850917
371	0.0403242467
372	0.04026423501
373	0.04022816865
374	0.04018393688
375	0.04011537633
376	0.04004917003
377	0.03998552723
378	0.03992612671
379	0.03991854775
380	0.03986529213
381	0.0398520942
382	0.03981722334
383	0.03975522923
384	0.03975519976
385	0.03975519286
386	0.03975517501
387	0.03972042991
388	0.03968136458
389	0.03964674865
390	0.0396061828
391	0.0395758146
392	0.03954123191
393	0.03947958846
394	0.03942791537
395	0.03938508341
396	0.03935136623
397	0.03929702441
398	0.03927456464
399	0.0392745578
400	0.03926298189
401	0.0392291185
402	0.03917768058
403	0.03914482124
404	0.0391178668
405	0.0390983783
406	0.03905260319
407	0.0390029764
408	0.03899488273
409	0.03892501569
410	0.03887038264
411	0.03883848454
412	0.03881709945
413	0.03879695692
414	0.03876234943
415	0.03873726501
416	0.03870576539
417	0.03866260444
418	0.03863652829
419	0.03862046561
420	0.03859781113
421	0.03855510106
422	0.03852646705
423	0.03847697709
424	0.03841338439
425	0.03836754155
426	0.03833649702
427	0.03827506202
428	0.03825821502
429	0.03822369415
430	0.03819478834
431	0.03817573454
432	0.0381466762
433	0.03811941541
434	0.03809434111
435	0.03805089941
436	0.03800513317
437	0.03798367691
438	0.03796858322
439	0.03791699868
440	0.03788476757
441	0.03780974809
442	0.03772626335
443	0.037675027
444	0.0376293717
445	0.03760053773
446	0.03758878775
447	0.03754791633
448	0.03749582362
449	0.03746501773
450	0.03741775743
451	0.03736265117
452	0.03730869166
453	0.03727610267
454	0.03724950134
455	0.03720926436
456	0.03719039041
457	0.03714211614
458	0.0370990897
459	0.03705488923
460	0.03703745201
461	0.03702912912
462	0.03698300373
463	0.03694540413
464	0.03694540407
465	0.03694537462
466	0.03694533734
467	0.03694529796
468	0.03694526975
469	0.03694524425
470	0.03694519704
471	0.03694512974
472	0.03694512707
473	0.03694506661
474	0.03694500781
475	0.03694500294
476	0.03694499201
477	0.03693057967
478	0.03690257881
479	0.03683896623
480	0.03679663732
481	0.03676608563
482	0.03670808418
483	0.03664378543
484	0.03661007745
485	0.03656606715
486	0.03651875252
487	0.03649845072
488	0.03645288823
489	0.03639777501
490	0.03631921216
491	0.03629254356
492	0.03626348094
493	0.0362453154
494	0.0362126534
495	0.03618813367
496	0.03615081778
497	0.03612100169
498	0.03608556499
499	0.03603648485
500	0.03601277044
501	0.03596719737
502	0.03595011321
503	0.03590812613
504	0.03585605141
505	0.03581575725
506	0.03577991831
507	0.03573561929
508	0.03569829221
509	0.03566643196
510	0.03562381294
511	0.03558952869
512	0.03557844768
513	0.03554730467
514	0.03552315255
515	0.03546909454
516	0.03541928925
517	0.03538656972
518	0.03538656918
519	0.03538657361
520	0.03538656251
521	0.03538657851
522	0.03538656841
523	0.03538656912
524	0.0353534104
525	0.03533318979
526	0.03528733034
527	0.03521934195
528	0.03521921831
529	0.03517596023
530	0.03516031003
531	0.03513784496
532	0.035137823
533	0.03513781163
534	0.03513782932
535	0.03513778643
536	0.03510355893
537	0.03505762222
538	0.03501630607
539	0.03499279801
540	0.03495267084
541	0.03490477431
542	0.03489464306
543	0.03482691966
544	0.03477542443
545	0.03473850333
546	0.03470882951
547	0.03469770984
548	0.03466420713
549	0.03462977322
550	0.03459530361
551	0.03454047437
552	0.03450322518
553	0.03447037656
554	0.03441906808
555	0.03438974435
556	0.0343522244
557	0.03432928277
558	0.03431771593
559	0.03431757167
560	0.03430325401
561	0.03426923262
562	0.03422672541
563	0.03419834867
564	0.03418754868
565	0.03416773542
566	0.03413384002
567	0.03409699974
568	0.03407326237
569	0.03403939187
570	0.03400613647
571	0.03397807376
572	0.03395308792
573	0.03390396385
574	0.03387393401
575	0.03384353605
576	0.03381847185
577	0.03378947274
578	0.03373966486
579	0.03370400464
580	0.03368982675
581	0.03368974624
582	0.03368973998
583	0.03368959705
584	0.03368957171
585	0.03368952405
586	0.03368949345
587	0.0336781457
588	0.03364121336
589	0.03361300184
590	0.03356541286
591	0.03353019272
592	0.03351226603
593	0.03347065825
594	0.03343818675
595	0.03340925003
596	0.03336732973
597	0.03332187823
598	0.0332969055
599	0.03323446347
600	0.03322164259
601	0.03319457507
602	0.03317307652
603	0.03315782568
604	0.03313495304
605	0.033121601
606	0.03309325475
607	0.03304596996
608	0.03302917415
609	0.03302915611
610	0.03301938707
611	0.03298909496
612	0.03295462012
613	0.03292683792
614	0.0329005234
615	0.03287871753
